X,Y,NAME,ADDRESS,PHONE,EMAIL,CONTACT,CONTACT2,PLOTS,ORGANIZATION,WEB_URL,COMMENTS,WARD,LATITUDE,LONGITUDE,XCOORD,YCOORD,GIS_ID,MAR_ID,GLOBALID,CREATED,EDITED,OBJECTID
-8576551.53295794,4710210.07716136,Kalorama Garden,KALORAMA ROAD NW AND COLUMBIA ROAD NW,,joshua.singer@dc.gov,Josh,,19,DPR,https://dpr.dc.gov/page/community-gardens,"Stop by; coordinator does not take calls",Ward 1,38.91993175,-77.04447098,396149.84373838,139089.06249451,CommunityGardenPt_32,903431,{669BD434-C558-41D4-A0D0-6D49F2D52BAA},,2024/11/19 01:39:47+00,32
-8580306.31295702,4709934.53862277,Whitehaven Garden,40TH STREET NW AND W STREET NW,202-333-6224 only after 12 noon,theriley55@hotmail.com,Matt Riley,Eddie Landrum,,NPS,http://dcgardens.com/community-gardens/,,Ward 3,38.91800595,-77.07820073,393168.66997561,139036.66003046,CommunityGardenPt_33,901919,{48132A38-F531-433B-8C4D-2B5CBC258286},,2024/11/19 01:39:47+00,33
-8573456.14077381,4709919.87520267,Ledroit Gardens,ELM STREET NW AND 3RD STREET NW,,joshua.singer@dc.gov,Josh,,56,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 1,38.91750553,-77.01595778,398616.09999667,138848.67999828,CommunityGardenPt_34,906248,{E2AC4A0C-BB47-44F3-9AAA-4179A1F464E4},,2024/11/19 01:41:21+00,34
-8572343.96962463,4709406.93725087,Harry Thomas Gardens,1743 LINCOLN ROAD NE,,harrythomasgardengroup@gmail.com,,,16,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 5,38.91431829,-77.0066738,399317.62,138457.86,CommunityGardenPt_35,296786,{95C2FD8C-CEF2-4D17-8D2C-64DCBCD46F1E},,2024/11/19 01:39:47+00,35
-8568387.55892816,4709274.54977995,Arboretum Youth Garden,2412 RAND PLACE NE,,,,,,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 5,38.91339294,-76.97113277,402500.41,138428.3,CommunityGardenPt_36,296167,{E0740DDE-A707-4820-A264-47A361968B50},,2024/11/19 01:39:47+00,36
-8574011.7135274,4708806.58467303,Bread for the City Rooftop Garden,1525 7TH STREET NW,,,,,,Bread for the City,,,Ward 2,38.91012189,-77.02165539,398124.44,138052.42,CommunityGardenPt_37,297622,{093B4527-DC33-4B6A-B833-79EF58F9130E},,2024/11/19 01:39:47+00,37
-8577532.8634822,4708515.63903538,West End Garden,25TH STREET NW AND N STREET NW,202-986-0469,joshua.singer@dc.gov,Josh,,20,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 2,38.90808813,-77.05328641,395381.43004167,137706.07337322,CommunityGardenPt_38,905564,{318E43AC-8E7B-4171-B537-7E4F85A42404},,2024/11/19 01:39:47+00,38
-8574368.35006796,4707739.99226667,Brainfood Youth Garden,935 K STREET NW,,,,,,Brainfood,,,Ward 2,38.90266594,-77.02485911,397791,137213.76,CommunityGardenPt_39,,{357A24FD-AE90-46A1-919E-8B79BD9B9002},,2024/11/19 01:39:47+00,39
-8577279.24303517,4707314.15045591,GroW Garden (GW University),H ST BETWEEN 23RD ST AND 24TH ST,,,,,,,,,Ward 2,38.8996889,-77.05100811,395594.92,136859.7,CommunityGardenPt_40,,{D2D84AE0-3FDA-4EDF-9FEA-BE50B8471EFD},,2024/11/19 01:39:47+00,40
-8564134.45328267,4707135.03147528,Lederer Youth Garden,4801 NANNIE HELEN BURROUGHS AVENUE NE,202 321-6206,,Carl Rollins,,40,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 7,38.89843664,-76.93292649,405762.78,136741.17,CommunityGardenPt_41,295153,{5435FD8F-AB1C-4F19-A3F9-2E99DB4B54E2},,2024/11/19 01:39:47+00,41
-8570595.64448819,4706715.3609177,Lovejoy Community Garden,E STREET NE AND 12TH STREET NE,,lovejoygarden@gmail.com,,,18,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 6,38.89550257,-76.99096833,400846.33001474,136474.21999608,CommunityGardenPt_42,907141,{0EB7FAC3-5B79-4E6D-BA3D-9914473F4434},,2024/11/19 01:39:47+00,42
-8568878.62224322,4706710.4848875,Kingman Park-Rosdale Community Garden,ON 20TH ST NE BETWEEN E STREET NE AND D STREET NE,,myanasak@gmail.com,Mandie Yanasak,,,,http://kprgarden.org/,,Ward 7,38.89546848,-76.97554406,0,0,CommunityGardenPt_43,,{80A8FC1A-1AEC-44AA-9571-05778EC26D71},,2024/11/19 01:39:47+00,43
-8563799.11114236,4706658.98158719,Lincoln Heights,400 50TH STREET NE,,,,,,Green Scheme,,,Ward 7,38.89510839,-76.92991405,406071.74,136385.53,CommunityGardenPt_44,28532,{A9A1E24C-FD6E-4F6A-BFCB-D3D2E963500A},,2024/11/19 01:39:47+00,44
-8563105.91697257,4706657.0461469,Soilful City Garden,5314 DIX STREET NE,,,,,,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 7,38.89509486,-76.92368699,406591.56,136367.88,CommunityGardenPt_45,288592,{09978376-9180-4570-A384-11BBD315F35F},,2024/11/19 01:39:47+00,45
-8563144.59139221,4706337.37181553,Beet St Garden - Richardson Dwellings,260 54TH STREET NE,,,,,,,,,Ward 7,38.8928598,-76.9240344,406622.17,136122.41,CommunityGardenPt_46,150458,{B9B63312-A1E8-45BB-904F-2E4D9D48CA6F},,2024/11/19 01:39:47+00,46
-8571459.36561644,4706291.65213469,Hilton Garden,6TH STRET NE BETWEEN C STREET NE AND CONSTITUTION AVENUE NE,546-6058,kendall.lepoer@verizon.net,Kendall LePoer,,,,http://fieldtoforknetwork.org/community-gardens/hilton/,,Ward 6,38.89254014,-76.99872728,400134.47,136078.09,CommunityGardenPt_47,304133,{A85E1230-D8D2-4368-B53D-CDB4FADFD840},,2024/11/19 01:39:47+00,47
-8569858.88721068,4705413.99299956,King's Court Community Garden,KINGS COURT SE AND 15TH STREET SE,543-3605,dc.greenthumb@verizon.net,Pat Taylor,,,,http://www.kingscourtgarden.org/,,Ward 6,38.88640345,-76.98434993,401418.55,135364.75,CommunityGardenPt_48,913460,{741BD776-2AD2-4EC5-A52E-8A2A1E2D3907},,2024/11/19 01:39:47+00,48
-8569045.96836307,4705352.69559216,RockStAr Garden,19TH STREET SE AND BURKE STREET SE,,,,,,,,,Ward 7,38.88597484,-76.97704736,401972.21001578,135367.49999505,CommunityGardenPt_49,902645,{04E605FF-B743-4E69-9A9F-95F65E18A971},,2024/11/19 01:39:47+00,49
-8570276.00443404,4705240.85755145,13th Street Community Park & Garden,1301 C STREET SE,,,,,,,,,Ward 6,38.88519281,-76.98809696,401055.59,135262.13,CommunityGardenPt_50,290383,{80F2B8F5-3EDC-44CA-9AA2-A2FEFFBFD816},,2024/11/19 01:39:47+00,50
-8569365.78374265,4705160.91554005,Hill East Community Garden,"BETWEEN 17TH STREET SE, 18TH STREET SE, D STREET SE, AND C STREET SE",544-6548,board@hilleastgarden.org,,,36,,http://hilleastgarden.org/Hill_East_Community_Garden/home.html,,Ward 7,38.88463381,-76.97992031,0,0,CommunityGardenPt_51,,{F2307CD7-1FC4-4D16-AEC8-50C21B569A8B},,2024/11/19 20:09:54+00,51
-8575161.35744252,4706219.48501054,Victory Gardens Farm,14TH STREET NW AND CONSTITUTION AVENUE NW,,,,,,Victory Gardens,,,Ward 7,38.88344417,-76.98318971,397227.02581938,136028.07029967,CommunityGardenPt_52,903110,{9D514FA5-443D-472D-B051-DEC62C4ADAE4},,2024/11/19 01:44:59+00,52
-8569362.00171953,4704989.63596427,Green SEED Community Garden,"ALLEY LOT BETWEEN 17TH, 18TH, D, AND E ST SE",,,,,,,,,Ward 7,38.88343611,-76.97988634,0,0,CommunityGardenPt_53,,{8AD4CEE4-49C4-4ECB-BDE8-CF36CD4BE995},,2024/11/19 01:39:47+00,53
-8563629.99652876,4704455.81870231,Woody Ward Garden,FABLE STREET SE AND SOUTHERN AVENUE SE ,,benningcommunitygarden@gmail.com,,,16,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 7,38.87970319,-76.92839488,406247.71,134652.08,CommunityGardenPt_54,308760,{9F6F24D7-BF2D-4A2C-B981-166043455EC1},,2024/11/19 01:39:47+00,54
-8570732.95734697,4704323.93430769,Pomegranate Alley Community Garden,911 11TH STREET SE,202-276-9430,mark@ginkgogardens.com,Mark Holler,Karine Bouis-Towe,,,http://dcgardens.com/community-gardens/,,Ward 6,38.8787809,-76.99220183,400713.45,134556.55,CommunityGardenPt_55,82095,{4D9FD1E6-2FED-4C5D-A680-F90651279FCE},,2024/11/19 01:39:47+00,55
-8571111.24199643,4704227.05229024,National Community church (11th St Bridge Park Plot),8TH STREET SE AND VIRGINIA AVENUE SE,,,,,,,,,Ward 8,38.87810339,-76.99560002,400436.13999836,134487.09001024,CommunityGardenPt_56,904306,{5DE54EEA-463B-4757-B8C4-769A584493C3},,2024/11/19 01:39:47+00,56
-8573024.47488721,4704218.95031842,Southwest Garden,K STREET SW AND DELAWARE AVENUE SW,,swgardensdc@gmail.com,,,32,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 6,38.87804673,-77.01278688,398848.51001288,134506.29999425,CommunityGardenPt_57,903176,{01436605-5BFB-4C65-8C1B-E12B1D0D6E22},,2024/11/19 01:39:47+00,57
-8570883.08857588,4704140.94880028,Virginia Ave Community Garden,9TH STREET SE AND L STREET SE,202-468-1816,Commgarden@yahoo.com,Jennifer Lancaster,,80,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 8,38.87750125,-76.99355049,400541.639998,134410.43001,CommunityGardenPt_58,902783,{FAB4FA24-B34E-45D8-A7DE-32727B2F23B4},,2024/11/19 01:39:47+00,58
-8566026.96386179,4704003.85637275,Fort Dupont Park Gardens,FORT DUPONT DRIVE SE AND FORT DAVIS DRIVE SE,,,,,,NPS,,,Ward 7,38.87654251,-76.94992719,404443.84000208,134259.75999402,CommunityGardenPt_59,910899,{139BFF0B-71B9-4B70-9D6B-8BA0F39A4921},,2024/11/19 01:39:47+00,59
-8570294.09224761,4702249.59960852,Union Temple Baptist Church Garden (11th St Bridge Park Plot),1225 W STREET SE,,,,,,,,,Ward 8,38.86427327,-76.98825945,400958.87,132965.09,CommunityGardenPt_60,70732,{C13BE3B3-44AB-41E5-8650-64BECE80A22F},,2024/11/19 01:39:47+00,60
-8570452.63130144,4702229.55705403,Bethel Christian Fellowship (11th St Bridge Park Plot),2220 MARTIN LUTHER KING JR AVENUE SE,,,,,,,,,Ward 8,38.86413307,-76.98968363,400876.07,132921.52,CommunityGardenPt_61,50017,{ABFA8D80-CBFC-4C98-8E86-D6E28D410B57},,2024/11/19 01:39:47+00,61
-8567510.81139786,4701340.27873936,Hillcrest Garden,3100 DENVER STREET SE,,hillcrestgardencenter@gmail.com,,,14,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 7,38.85791265,-76.96325681,403243.37,132310.93,CommunityGardenPt_62,296174,{E7BD717A-D1E2-4485-A929-B3E3A682C7A7},,2024/11/19 01:39:47+00,62
-8569233.09796493,4701293.10634782,Fort Stanton Community Garden,1812 ERIE STREET SE,202-889-6729,,Addie Cooke,,9,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 8,38.85758267,-76.97872838,401846.28,132196.87,CommunityGardenPt_63,296165,{DD400398-0EA5-4808-BA40-39600B0E4223},,2024/11/19 01:39:47+00,63
-8569130.97752548,4700614.55265507,Douglass Garden,1898 STANTON TERRACE SE,,friendsofdouglasscc@gmail.com,,,9,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 8,38.85283586,-76.97781102,401930.33,131647.8,CommunityGardenPt_64,286513,{AC32DD24-4322-42BD-B14C-64323E95D762},,2024/11/19 01:39:47+00,64
-8568359.98712662,4699925.95138601,Shipley Community Garden,23RD STREET SE AND SAVANNAH STREET SE,,,Carolyn Bennett,Joan Trollinger,,,https://communitygarden.org/find-a-garden/gardens/shipley-community-gardens/,,Ward 8,38.84801843,-76.97088509,402527.3800003,131135.36002312,CommunityGardenPt_65,903118,{1003ED9D-0F14-4799-848D-B58F0645DEDC},,2024/11/19 20:10:00+00,65
-8570321.46768137,4698755.58384322,Mother Peace Garden,MISSISSIPPI AVENUE SE AND 13TH STREET SE,,,,,,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 8,38.83982985,-76.98850537,400997.93001488,130226.03000628,CommunityGardenPt_66,904393,{BEF4FEA6-D7CF-41C5-91DB-292013088B70},,2024/11/19 01:39:47+00,66
-8571240.47851029,4697747.57675147,Ferebee Hope Community Garden,3999 8TH STREET SE,,,,,11,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 8,38.83277648,-76.99676097,400419.94,129394.95,CommunityGardenPt_67,294588,{B6E33738-FA79-4E0C-8A50-28B197122BCC},,2024/11/19 01:39:47+00,67
-8573258.98561167,4696871.03232807,Fort Greble Garden,MARTIN LUTHER KING JR AVENUE SW AND ELMIRA STREET SW,,ftgcommunitygarden@gmail.com,,,9,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 8,38.82664243,-77.01489353,398907.09999694,128696.52002086,CommunityGardenPt_68,904021,{B97CD989-32B3-483A-A9C9-23F0DC2262AD},,2024/11/19 01:39:47+00,68
-8581061.10968453,4708777.10476323,Hardy Community Garden,4500 Q STREET NW,,joshua.singer@dc.gov,Josh,,22,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 3,38.90991617,-77.08498118,392629.43,138009.47,CommunityGardenPt_321,284929,{87C028EC-9731-4BC4-AAA5-25BCF145BF40},2024/11/19 01:12:53+00,2024/11/19 01:39:47+00,321
-8563615.87792277,4707254.50253468,Marvin Gaye Community Gardens,5000 NANNIE HELEN BURROUGHS AVENUE NE,,kehmari.norman@dc.gov,Kehmari,,24,DPR,https://dpr.dc.gov/page/community-gardens,,Ward 7,38.89927189,-76.92826804,406222.37,136826.92,CommunityGardenPt_323,289526,{10B26EF1-ACCC-4637-ABAD-BE287A635D5E},2024/11/19 01:37:03+00,2024/11/19 19:58:37+00,323
