"_lat","_lon","addr:city","addr:housenumber","addr:postcode","addr:state","addr:street","amenity","barrier","brand","brand:wikidata","building","building:levels","building:material","camera:direction","camera:model","camera:mount","camera:type","changeset","check_date","dataset","dcgis:captureyear","dcgis:gis_id","dcgis:lot","dcgis:square","direction","ele","electricity","emergency","enforcement","facebook","gnis:feature_id","highway","id","man_made","manufacturer","manufacturer:wikidata","maxspeed","name","opening_hours","operator","operator:short","operator:type","operator:wikidata","phone","police","ref","roof:shape","source","surveillance","surveillance:type","surveillance:zone","tiger:reviewed","timestamp","uid","user","version","website","wheelchair","wikidata"
"38.92796670382165","-77.04741954803467",,,,,,"police",,,,"office","1",,,,,,78992828,,"buildings","19990331","22627","0006","PAR",,,,,,,,,"way/69754409",,,,,"Zoo Police Station",,,,,,,,,,"dcgis",,,,,"2019-12-30T00:22:31Z",80285,"Sparks",3,,,,
"38.963146201873315","-77.02742099761963",,"6001","20011","DC","Georgia Avenue Northwest","police",,,,"yes",,,,,,,155164666,,,,"162577",,,,"92",,,,,"2335136",,"way/295143641",,,,,"Washington DC Police Department District 4",,"Metropolitan Police Department","MPD",,"Q1350854",,,,,"USGS Geonames",,,,"yes","2024-08-12T19:38:19Z",3199858,"Mateusz Konieczny - bot account",5,,"yes",,
"38.95997609050899","-77.04008102416992",,,,,,"police",,,,"public",,,,,,,155164666,,"buildings","19990331","35886",,,,"47",,,,,"531733",,"way/70076091",,,,,"Rock Creek Park Police Substation",,"United States Park Police","USPP",,"Q2005254",,,,,"dcgis",,,,,"2024-08-12T19:35:12Z",3199858,"Mateusz Konieczny - bot account",5,,,"Q99385625",
"38.96781768750637","-77.05055236816406",,,,"DC",,"police",,,,"stable",,,,,,,155164666,,"buildings","19990331","39456",,,,"94",,,,,"531739",,"way/71010831",,,,,"Rock Creek Park Police Stables",,,,,,,,,,"USGS Geonames",,,,,"2024-08-12T19:35:15Z",3199858,"Mateusz Konieczny - bot account",3,,,,
"38.991370625777066","-77.09784507751465","Bethesda","4823","20814","MD","Rugby Avenue","police",,,,"civic","4",,,,,,152780427,,,,,,,,,,,,,,,"way/1029251854",,,,,"2nd District Police Station",,"Montgomery County Police",,,,,,,,,,,,,"2024-06-16T23:58:58Z",10615138,"Tilloo",2,,,,
"38.92736576381678","-76.98047161102295",,"1700","20018","DC","Rhode Island Avenue Northeast","police",,,,"yes",,,,,,,155164666,,,,"70953",,,,"49",,,,,"2335141",,"way/296286182",,,,,"Washington District of Columbia Police Department - Youth Investigations and Family Violence",,,,,,,,,,"USGS Geonames",,,,,"2024-08-12T19:39:38Z",3199858,"Mateusz Konieczny - bot account",2,,,,
"38.93888289437274","-77.11265087127686",,,,,,,,,,,,,,,,,158581731,,,,,,,,,,,,,,,"way/1329623914",,,,,,,,,,,,"checkpoint",,,,,,,,"2024-10-31T13:32:39Z",22056074,"ericfromson",1,,,,
"38.940865849999994","-77.06381830000001",,,,,,,,,,"yes",,,,,,,98701296,,,,,,,,,,,,,,,"way/903760803",,,,,,,,,,,,"checkpoint",,,,,,,,"2021-02-04T11:18:55Z",33757,"Minh Nguyen",1,,,,
"38.93691715","-77.05675835",,,,,,,"toll_booth",,,"yes",,,,,,,161522799,,,,,,,,,,,,,,,"way/1333769173",,,,,,,,,,,,"checkpoint",,,,,,,,"2025-01-19T12:42:25Z",3199858,"Mateusz Konieczny - bot account",2,,,,
"38.94008457375767","-77.02381610870361",,"801",,,"Shepherd Street Northwest","police",,,,"yes","3","brick",,,,,,,"buildings","20050405","158176","0806","3026",,,,,,,,,"way/70143174",,,,,,,,,,,,,,"hipped","dcgis",,,,,,,,,,,,
"38.96674994665966","-77.13724136352539",,,,"MD",,"police",,,,,,,,,,,,,,,,,,,"55",,,,,"593217",,"node/367798222",,,,,"Park Police Police Station",,,,,,,,,,"USGS Geonames",,,,,,,,,,,,
