GEOID,NAME,NAMELSAD,INTPTLAT,INTPTLON,median_household_income,poverty_candidate_pct,poverty_or_assistance_candidate_pct,ALAND,AWATER
11001004702,47.02,Census Tract 47.02,38.9008601,-77.0136108,145254.0,5.8,0.0,326419,0
11001007601,76.01,Census Tract 76.01,38.8716327,-76.9798185,56580.0,20.0,19.8,1115359,141529
11001007504,75.04,Census Tract 75.04,38.8609955,-76.9796257,38188.0,39.0,36.4,764081,0
11001009902,99.02,Census Tract 99.02,38.8717861,-76.9445542,89740.0,12.3,8.8,1294556,0
11001002600,26.0,Census Tract 26,38.9464323,-77.0404553,250001.0,5.3,3.9,2106150,60195
11001009601,96.01,Census Tract 96.01,38.90913,-76.9490606,56696.0,16.2,12.6,1905262,189666
11001000202,2.02,Census Tract 2.02,38.9063048,-77.0696362,152059.0,14.3,2.0,776435,439661
11001004300,43.0,Census Tract 43,38.916804,-77.0341511,132076.0,4.0,0.0,236694,0
11001006804,68.04,Census Tract 68.04,38.8863842,-76.9704836,111579.0,70.3,0.0,1542277,477741
11001004100,41.0,Census Tract 41,38.9159337,-77.0516151,170288.0,6.2,4.1,788701,7303
11001010100,101.0,Census Tract 101,38.9026971,-77.0318472,111875.0,8.2,5.2,579230,0
11001004901,49.01,Census Tract 49.01,38.9113296,-77.0244761,103839.0,13.0,10.7,271866,0
11001005900,59.0,Census Tract 59,38.8959944,-77.0149475,129901.0,13.9,0.0,641993,0
11001009901,99.01,Census Tract 99.01,38.8753461,-76.9553332,102422.0,3.1,0.0,2102150,0
11001007901,79.01,Census Tract 79.01,38.8965543,-76.9804319,98566.0,32.7,36.1,402041,0
11001001803,18.03,Census Tract 18.03,38.9672412,-77.0419173,56964.0,23.5,25.6,1136289,31909
11001007406,74.06,Census Tract 74.06,38.8555543,-76.9895582,53138.0,31.9,33.6,360152,0
11001003301,33.01,Census Tract 33.01,38.9204778,-77.0114293,219831.0,7.5,0.0,442120,0
11001007604,76.04,Census Tract 76.04,38.8660921,-76.9638007,85737.0,19.3,11.2,1369581,0
11001007605,76.05,Census Tract 76.05,38.8660433,-76.9752566,53814.0,20.2,5.3,453794,0
11001007603,76.03,Census Tract 76.03,38.859109,-76.9585469,83250.0,8.2,6.9,1226615,0
11001008100,81.0,Census Tract 81,38.893171,-76.9925272,171235.0,1.1,0.0,290284,0
11001008200,82.0,Census Tract 82,38.8918309,-77.000604,129808.0,4.5,2.6,338424,0
11001008302,83.02,Census Tract 83.02,38.8963061,-76.9966527,166131.0,1.1,0.0,260891,0
11001008410,84.1,Census Tract 84.10,38.9015543,-76.9911234,201875.0,2.2,1.4,219939,0
11001008701,87.01,Census Tract 87.01,38.9141018,-77.0062645,191842.0,13.3,6.4,382686,0
11001008002,80.02,Census Tract 80.02,38.8915403,-76.9827594,135938.0,7.7,5.0,578961,0
11001008702,87.02,Census Tract 87.02,38.9150961,-77.0013085,103750.0,9.4,0.0,486411,0
11001007703,77.03,Census Tract 77.03,38.8863224,-76.947455,62429.0,26.7,24.4,1017741,1059
11001007707,77.07,Census Tract 77.07,38.8779453,-76.9353432,59512.0,25.5,18.1,842851,0
11001007709,77.09,Census Tract 77.09,38.879862,-76.9675363,48508.0,22.9,22.2,828872,82685
11001007803,78.03,Census Tract 78.03,38.8962674,-76.9407751,48456.0,27.9,21.6,986677,3755
11001007804,78.04,Census Tract 78.04,38.8942107,-76.9313427,,30.5,32.7,838428,5705
11001008803,88.03,Census Tract 88.03,38.9104603,-76.9913622,91317.0,21.0,15.9,1168294,0
11001008804,88.04,Census Tract 88.04,38.9102408,-76.9812669,100320.0,23.1,37.5,778052,0
11001008903,89.03,Census Tract 89.03,38.9041579,-76.977718,57653.0,23.0,32.8,305651,0
11001008904,89.04,Census Tract 89.04,38.9009808,-76.9748514,63140.0,21.1,21.0,449343,0
11001008802,88.02,Census Tract 88.02,38.9039498,-76.9866786,78505.0,22.4,25.0,468578,0
11001009810,98.1,Census Tract 98.10,38.826037,-77.0037886,34226.0,34.8,38.2,398419,14058
11001010800,108.0,Census Tract 108,38.8973521,-77.044612,35983.0,38.7,23.3,661580,0
11001011100,111.0,Census Tract 111,38.9158612,-76.9681631,85913.0,21.9,7.9,5718692,366232
11001009000,90.0,Census Tract 90,38.9226934,-76.9545101,64190.0,6.0,0.0,1427114,31550
11001009102,91.02,Census Tract 91.02,38.9187926,-76.9888946,70548.0,21.7,21.9,1816287,0
11001009811,98.11,Census Tract 98.11,38.826651,-76.9984594,50836.0,28.0,24.4,467511,0
11001001002,10.02,Census Tract 10.02,38.9384216,-77.0788872,157396.0,11.9,0.0,889722,0
11001007807,78.07,Census Tract 78.07,38.8985783,-76.9210632,57750.0,26.6,27.7,522749,0
11001007806,78.06,Census Tract 78.06,38.9055926,-76.932552,50607.0,14.8,5.0,671434,0
11001007808,78.08,Census Tract 78.08,38.8922212,-76.9192026,68782.0,22.6,19.1,936852,7722
11001009201,92.01,Census Tract 92.01,38.9287161,-76.9990184,96445.0,19.4,6.1,629781,0
11001009203,92.03,Census Tract 92.03,38.9219735,-77.0054956,123266.0,4.8,1.7,581087,0
11001009301,93.01,Census Tract 93.01,38.9307613,-76.9864892,186063.0,9.5,1.1,1109091,0
11001009302,93.02,Census Tract 93.02,38.9251636,-76.9907773,106364.0,11.8,6.1,391905,0
11001001100,11.0,Census Tract 11,38.9572432,-77.0776732,206250.0,7.2,0.0,1676650,0
11001001200,12.0,Census Tract 12,38.9462221,-77.0705215,142396.0,9.1,2.6,1219204,0
11001001401,14.01,Census Tract 14.01,38.9653036,-77.0706075,207344.0,4.4,0.9,788095,0
11001009804,98.04,Census Tract 98.04,38.8420148,-76.997258,51261.0,23.2,19.3,518363,5609
11001001702,17.02,Census Tract 17.02,38.9717231,-77.0160682,133892.0,3.6,2.0,939295,0
11001010300,103.0,Census Tract 103,38.9761556,-77.0271875,112778.0,13.8,10.5,1084591,0
11001001804,18.04,Census Tract 18.04,38.9670945,-77.0304334,71113.0,19.4,17.9,601755,0
11001001901,19.01,Census Tract 19.01,38.9646853,-77.0236327,109559.0,0.8,0.2,769304,0
11001001902,19.02,Census Tract 19.02,38.9639299,-77.0156458,164137.0,7.0,1.9,877346,0
11001005001,50.01,Census Tract 50.01,38.9119619,-77.0295088,241548.0,1.9,2.6,200969,0
11001009807,98.07,Census Tract 98.07,38.8292038,-77.0117577,64063.0,16.9,18.3,1037012,0
11001009802,98.02,Census Tract 98.02,38.8307312,-76.9965578,36205.0,44.2,50.8,200745,0
11001009803,98.03,Census Tract 98.03,38.8356929,-77.0043421,40618.0,29.0,13.7,531060,3756
11001002002,20.02,Census Tract 20.02,38.9525009,-77.0310824,250001.0,8.4,8.0,849376,0
11001002101,21.01,Census Tract 21.01,38.9559119,-77.0241312,85316.0,3.1,2.2,600992,0
11001002900,29.0,Census Tract 29,38.9338478,-77.0299131,187125.0,18.8,23.8,300632,0
11001003100,31.0,Census Tract 31,38.930617,-77.0254235,151635.0,3.5,2.3,296819,0
11001003200,32.0,Census Tract 32,38.9322375,-77.0211591,135625.0,20.1,22.0,447929,0
11001003400,34.0,Census Tract 34,38.9221674,-77.0177044,109250.0,19.9,13.8,911458,159593
11001003500,35.0,Census Tract 35,38.9223765,-77.024341,109403.0,9.6,3.5,382021,0
